brandLabel,productLabel,industryLabel,countryLabel
Moranduzzo,Christmas Decoration,Christmas Decoration,Italy
Moranduzzo,Christmas Lights,Christmas Decoration,Italy
Moranduzzo,Christmas Ornament,Christmas Decoration,Italy
Moranduzzo,Nativity Scene,Christmas Decoration,Italy
Moravskoslezské Cukrovary,Sugar,Manufacture Of Sugar,Czech Republic
More,Supermarket,Retail,India
Morgan Iron Works,Marine Steam Engine,Industrial Manufacturing,United States
Morgan Murphy Media,Television Station,Broadcasting,United States
Morgan Stanley,Investment Bank,Financial Sector,United States
Morgan Stanley Wealth Management,Broker,Financial Services,United States
Mori Milk,Cow'S Milk,Food Industry,Japan
Morinaga & Company,Confection,Food Industry,Japan
Morinaga & Company,Drinking Water,Food Industry,Japan
Morinaga & Company,Frozen Dessert,Food Industry,Japan
Morinaga Milk Industry,Dairy Product,Food Processing,Japan
Moritz Türk,Playing Card,Game Industry,Kingdom Of Saxony
Moroto Cement Limited,Cement,List Of Building Materials,Uganda
Morphe,Cosmetics,Cosmetics Industry,United States
Morphosys,Immunotherapy,Biotechnology,Germany
Morrison-Knudsen,Diesel Locomotive,Transport Industry,United States
Morrow Bank,Credit Card,Economics Of Banking,Sweden
Morrow Bank,Loan,Economics Of Banking,Sweden
Morrow Bank,Savings Account,Economics Of Banking,Sweden
Morrow Batteries,Lithium-Ion Battery,Battery Industry,Norway
Morton Engineering And Dry Dock Company,Cargo Ship,Shipbuilding,Canada
Morvarid Petrochemical Company,Ethylene,Petrochemistry,Iran
Morvarid Petrochemical Company,Ethylene Glycol,Petrochemistry,Iran
Moschino,Clothing,Fashion,Italy
Moschino,Eyewear,Fashion,Italy
Moschino,Jewelry,Fashion,Italy
Moschino,Shoe,Fashion,Italy
Moschino,Watch,Fashion,Italy
Moscow City Telephone Network,Mobile Telephony,Telecommunications,Russia
Moscow Electromechanical Plant No. 1,Cassette Deck,Manufacture Of Sugar,Russia
Moscow Electromechanical Plant No. 1,Reel-To-Reel Audio Tape Recorder,Manufacture Of Sugar,Russia
Mosel Vitelic,Dynamic Random-Access Memory,Semiconductor,Taiwan
Mosel Vitelic,Power Management Integrated Circuit,Semiconductor,Taiwan
Mosel Vitelic,Power Semiconductor Device,Semiconductor,Taiwan
Mosel Vitelic Corporation,Dynamic Random-Access Memory,Semiconductor,Taiwan
Mosel Vitelic Corporation,Power Management Integrated Circuit,Semiconductor,Taiwan
Mosel Vitelic Corporation,Power Semiconductor Device,Semiconductor,Taiwan
Mosenergo,Electric Power,Petroleum Industry,Russia
Mosquito Records London Pty Ltd.,Book,Phonographic Industry,South Africa
Mossimo,Clothing,Textile Industry,United States
Mossy Oak,Clothing,Retail,United States
Mostaza,Fast Food,Fast Food,Argentina
"Mostochlegmash, Pjsc",Disposable Razor,Razor Industry,Russia
"Mostochlegmash, Pjsc",Double-Edge Razor Blade,Razor Industry,Russia
"Mostochlegmash, Pjsc",Double-Edge Safety Razor,Razor Industry,Russia
"Mostochlegmash, Pjsc",Sewing Needle,Razor Industry,Russia
Mostotrest,Infrastructure,Construction Industry,Russia
Mosuro Publishers Ltd.,Book,Publishing,Niger
Mother Dairy,Dairy,Milk,India
Mother Dairy,Milk,Milk,India
Mother Dairy,Milking Machines,Milk,India
Motion Picture Corporation Of America,Film,Entertainment,United States
"Motion Pictures, S.A.",Film,Audiovisual,United Kingdom
Motivepower,Diesel Locomotive,Transport Industry,United States
Moto Guzzi,Motorcycle,Automotive Industry,Italy
Motoemil,Truck,Automotive Industry,Greece
Motogp Seg,Grand Prix Motorcycle Racing,Event Management,Spain
Motogp Seg,Superbike World Championship,Event Management,Spain
Motomel,Motorcycle,Motorcycle,Argentina
Motor Jikov,Carburetor,Automotive Industry,Czech Republic
Motor Oil Hellas,Oil Refinery,Petroleum Industry,Greece
Motor Sich,Aircraft Engine,Aerospace Industry,Ukraine
Motorex,Motor Oil,Petroleum Industry,Switzerland
Motorpal,Diesel Engine,Mechanical Engineering,Czech Republic
Motovilikha Plants,Artillery,Weapons Industry,Russia
Mould Cleaning Australia,Air Quality,Coin Cleaning,Australia
Mould Cleaning Australia,Fogging,Coin Cleaning,Australia
Mould Cleaning Australia,Mold,Coin Cleaning,Australia
Mountfield,Electric Bicycle,Retail,Czech Republic
Mountfield,Garden Furniture,Retail,Czech Republic
Mountfield,Garden Tool,Retail,Czech Republic
Mountfield,Power Tool,Retail,Czech Republic
Mountfield,Swimming Pool,Retail,Czech Republic
"Mouser Electronics, Inc",Semiconductor,Electronics,United States
Move Interactive,Ugo Volt,Video Game Industry,Portugal
Movicel,2G,Landline,Luanda
Movicel,3G,Telecommunications,Angola
Movicel,4G,Landline,Luanda
Movicel,Edge (Telecommunication),Landline,Luanda
Movicel,Enhanced Data Rates For Gsm Evolution,Landline,Luanda
Movicel,General Packet Radio Service,Landline,Luanda
Movicel,Gprs,Landline,Luanda
Movicel,Gsm,Landline,Luanda
Movicel,Lte (Telecommunication),Landline,Luanda
Movicel,Umts,Landline,Luanda
Movie Gallery,Vhs,Retail,United States
Moviecam,Movie Camera,Film,Austria
Movistar,Telephone,Telecommunications,Venezuela
Movistar Argentina,Mobile Telephony,Mobile Phone Industry,Argentina
Movistar Chile,Telephone,Mobile Phone Industry,Chile
Movistar Colombia,Telephone,Mobile Phone Industry,Colombia
Movistar Ecuador,Global System For Mobile Communications,Telecommunications,Ecuador
Movistar El Salvador,Mobile Telephony,Mobile Phone Industry,El Salvador
Movlabs,Deodorant,Personal Care Product,Canada
Moxon Huddersfield,Textile,Industrial Manufacturing,United Kingdom
Moxy Engineering,Articulated Hauler,Manufacture Of Machinery And Equipment,Norway
Moxy Engineering,Dump Truck,Manufacture Of Machinery And Equipment,Norway
Moyes Delta Gliders,Hang Glider,Aerospace,Australia
Moyes Microlights,Ultralight Aviation,Aerospace,Australia
Moz,Software,Search Engine Optimization,United States
Mozilla Corporation,Firefox Focus,Software Industry,United States
Mozilla Corporation,Firefox For Android,Software Industry,United States
Mozilla Corporation,Firefox Os,Software Industry,United States
Mozilla Corporation,Irl: Online Life Is Real Life,Software Industry,United States
Mozilla Corporation,Mozilla Thunderbird,Software Industry,United States
Mozilla Corporation,Q698,Software Industry,United States
Mozilla Messaging,Mozilla Thunderbird,Software,Canada
Moët & Chandon,Moët Impérial,Fabrication Of Effervescent Wines,France
Mpc Corporation,Desktop Computer,Computer Hardware Industry,United States
Mph Group,Book,Retail,Malaysia
Mpm (Automobile),Car,Automotive Industry,United States
Mpm-Quality,Prim,Horology,Czech Republic
Mpp Jedinstvo,Thermal Power Station,Construction,Serbia
Mr Green,Casino,Online Gambling,Malta
Mr. Big & Tall,Clothing,Retail,Canada
"Mr. John, Inc.",Hat,Clothing Industry,United States
Mrs Oil Nigeria Plc,Diesel Fuel,Fossil Fuel,Nigeria
Mrs Oil Nigeria Plc,Gasoline,Fossil Fuel,Nigeria
Mrs Oil Nigeria Plc,Jet Fuel,Fossil Fuel,Nigeria
Mrs Oil Nigeria Plc,Kerosene,Fossil Fuel,Nigeria
Mrs Oil Nigeria Plc,Lubricant,Fossil Fuel,Nigeria
Mrs. Winner'S Chicken & Biscuits,Fast Food,Restaurant,United States
Ms Parafly,Powered Paragliding,Aerospace,Germany
Msc Cruises,Cruising,Tourism,Switzerland
Msufini Tanzania Limited,Chlorine,Chemical Industry,Tanzania
Mt-Propeller,Aircraft Propeller,Aerospace Industry,Germany
Mtc Namibia,Global System For Mobile Communications,Mobile Phone Industry,Namibia
Mtel,Landline Telephone,Telecommunications,Bosnia And Herzegovina
Mtel,Wireless Communication,Mobile Phone Industry,Montenegro
Mth Electric Trains,Scale Model,Game Industry,United States
Mtn Ghana,Esim,Telecommunications,Ghana
Mtn Ghana,Mobile Network Operator,Telecommunications,Ghana
Mtn Ghana,Mobile Phone,Telecommunications,Ghana
Mtn Ghana,Sim Card,Telecommunications,Ghana
Mtn Group,Global System For Mobile Communications,Telecommunications,South Africa
Mtn Group,Gsm,Telecommunications,South Africa
Mtn Group,Internet Service Provider,Telecommunications,South Africa
Mtn Nigeria,Cellular Network,Mobile Phone Industry,Nigeria
Mtn Syria,Mobile Network Operator,Telecommunications,Syria
Mtr Corporation Limited,Train,Public Transport,People'S Republic Of China
Mtr Foods,Spice,Food,India
Mts Bank,Mobile Banking,Financial Services,Russia
Mts Bank,Online Banking,Financial Services,Russia
Mts Bank,Retail Banking,Financial Services,Russia
Mts Turkmenistan,Global System For Mobile Communications,Mobile Phone Industry,Turkmenistan
Mtu Turbomeca Rolls-Royce,Aircraft Engine,Aeronautics,Germany
Mtu Turbomeca Rolls-Royce,Turboshaft,Aerospace Industry,Germany
Mucky Foot Productions,Startopia,Video Game Industry,United Kingdom
Muddy Fox,Bicycle,Bicycle Industry,United Kingdom
Muddyfox,Bicycle,Footwear,England
Mukwano Group,Cooking Oil,Agriculture,Uganda
Mulberry,Clothing,Fashion,United Kingdom
Mullard,Cathode Ray Tube,Electronics Industry,United Kingdom
Mullard,Infrared Detector,Electronics Industry,United Kingdom
Mullard,Semiconductor Device,Electronics Industry,United Kingdom
Mullard,Vacuum Tube,Electronics Industry,United Kingdom
Muller Martini,Bookbinding,Printing,Switzerland
Multichoice,Satellite Television,Broadcasting,South Africa
Multiclet,Microprocessor,Microelectronics,Russia
Multilaser,Home Appliance,Electronics,Brazil
Multimedia Jiennense,Multimedia,Media Industry,Spain
Multimedia Jiennense,Radio Station,Media Industry,Spain
Multimedia Jiennense,Television Station,Media Industry,Spain
Multiplex (Automobile),Car,Automotive Industry,United States
Multivlaai,Vlaai,Retail,Netherlands
Munchy'S,Biscuit,Food Processing,Malaysia
Munchy'S,Cookie,Snack,Malaysia
Mundo (Chile),Cable Television,Mobile Phone Industry,Chile
Mundo (Chile),Internet,Telecommunications,Chile
Municipal Credit Union,Savings Account,Financial Services,United States
Mupra,Proprietary Software,Software Industry,Iran
Murakami Farm,Vegetable,Food Industry,Japan
Muramatsu Flutes,Flute,Musical Instrument Making,Japan
Muramatsu Flutes,Piccolo,Musical Instrument Making,Japan
Murex,Ferroalloy,Metal Industry,United Kingdom
Murphy Oil,Petroleum,Extraction Of Crude Petroleum And Natural Gas,United States
Murray Goulburn Co-Operative,Milk,Industrial Manufacturing,Australia
"Murray, Sons And Company",Cigarette,Tobacco Industry,Northern Ireland
Murugappa Group,Bicycle,Conglomerate,India
Muse Software,Beyond Castle Wolfenstein,Video Game Industry,United States
Muse Software,Castle Wolfenstein,Video Game Industry,United States
Musette,Shoe,Retail,Romania
Musgrave Pencil Company,Pencil,Stationery,United States
Mushkin,Computer Memory,Computer Industry,United States
Mushkin,Peripheral,Computer Industry,United States
Musicdna,Musicdna,Music Industry,Norway
Musik Josef,Oboe,Musical Instrument Maker,Japan
Mutfak10,Coffee Grinder,Foodservice Equipment & Supplies,Turkey
Mutfak10,Espresso Machine,Foodservice Equipment & Supplies,Turkey
Mutfak10,Icemaker,Foodservice Equipment & Supplies,Turkey
Muttii Technologies,Software,Software Industry,Australia
Mvm Films,Anime,Entertainment,United Kingdom
Mw Propellers,Aircraft Propeller,Aerospace Industry,United States
Mwm Gmbh,Engine,Machinery Industry And Plant Construction,Germany
Mx,Agricultural Machinery,Manufacture Of Lifting And Handling Equipment,France
Mx,Agricultural Tool,Manufacture Of Lifting And Handling Equipment,France
Mx,Front Loader,Manufacture Of Lifting And Handling Equipment,France
Mx,Loader,Manufacture Of Lifting And Handling Equipment,France
Mxr,Audio Effects Unit,Consumer Electronics Industry,United States
My Kopi-O!,Coffee,Coffeehouse,Indonesia
My Kopi-O!,Drink,Coffeehouse,Indonesia
My Kopi-O!,Food,Coffeehouse,Indonesia
Mya-Moe Ukuleles,Ukulele,Musical Instrument,United States
Myanma Oil And Gas Enterprise,Petroleum,Petroleum Industry,Myanmar
Mycall,Mobile Telephony,Telecommunications,Norway
Myheritage,Genealogy,Genealogy,Israel
Myheritage,Genealogy Software,Genealogy,Israel
Myheritage,Mobile App,Genealogy,Israel
Myob,Accounting Software,Information Technology,Australia
Myojo Foods,Instant Noodles,Food Industry,Japan
Mysql Ab,Q850,Software Industry,Sweden
Mystride,Software,Equestrian,United States
Mytheresa,Ready-To-Wear,E-Commerce,Germany
Mytomorrows,Experimental Drug,Pharmaceutical Industry,Netherlands
Myvicto,Putter,Sports Equipment,Switzerland
"Myvision, Inc.",Myvision,Recruitment,Japan
Mzkt,Truck,Automotive Industry,Belarus
Máquina De Vendas,Furniture,Retail,Brazil
Märker-Gruppe,Cement,Building Material,Germany
Märklin,Metal Toy Construction Set,Leisure Industry,Germany
Märklin,Model Car,Game Industry,Germany
Märklin,Model Steam Engine,Game Industry,Germany
Märklin,Rail Transport Modelling,Game Industry,Germany
Märklin,Slot Car,Leisure Industry,Germany
Mäx & Mäleon,Cargo Bike,Bicycle Industry,Germany
Mäx & Mäleon,Cargo Tricycle,Bicycle Industry,Germany
México.,Clothing,Textile Industry,United States
México.,Fashion Accessory,Textile Industry,United States
México.,Shoe,Textile Industry,United States
Möbelfabrik Horgen-Glarus,Chair,Consumption,Switzerland
Möbelfabrik Horgen-Glarus,Table,Consumption,Switzerland
Möbelix,Furniture,Retail,Austria
Møller Mobility Group,Volkswagen,Car Dealership,Norway
Mаzyr Oil Refinery,Benzene,Petrochemical Industry,Belarus
Mаzyr Oil Refinery,Bitumen,Petrochemical Industry,Belarus
Mаzyr Oil Refinery,Diesel Fuel,Petrochemical Industry,Belarus
Mаzyr Oil Refinery,Gas Oil,Petrochemical Industry,Belarus
Mаzyr Oil Refinery,Gasoline,Petrochemical Industry,Belarus
Mаzyr Oil Refinery,Heating Oil,Petrochemical Industry,Belarus
Mаzyr Oil Refinery,Home Heating Oil,Petrochemical Industry,Belarus
Mаzyr Oil Refinery,Kerosene,Petrochemical Industry,Belarus
Mаzyr Oil Refinery,Liquefied Petroleum Gas,Petrochemical Industry,Belarus
Mаzyr Oil Refinery,Sulfur,Petrochemical Industry,Belarus
Mаzyr Oil Refinery,Tert-Butyl Methyl Ether,Petrochemical Industry,Belarus
N,Satellite Television,Telecommunications,Poland
N. Bauerin Sukka- Ja Trikootehdas,Sock,Textile Industry,Russian Empire
N. Bauerin Sukka- Ja Trikootehdas,Warp-Knit Fabric,Textile Industry,Russian Empire
N. Corah & Sons,Association Football Kit,Textile Industry,United Kingdom
N. Corah & Sons,Clothing,Textile Industry,United Kingdom
N. Corah & Sons,Hosiery,Textile Industry,United Kingdom
N. Corah & Sons,Rugby Union Kit,Textile Industry,United Kingdom
N. K. Fairbanks & Co.,Gold Dust Washing Powder,"Manufacture Of Soap And Detergents, Cleaning And Polishing Preparations",United States
N.V. Berghaus,Coat,Clothing Industry,Netherlands
N.V. Glasfabriek 'De Schie',Container Glass,Glass Production,Netherlands
N.V. Glasfabriek 'De Schie',Glass,Glass Production,Netherlands
N.V. Primus Schoenfabriek,Shoe,Footwear Industry,Belgium
N.V. Van Deventer'S Glasfabrieken,Container Glass,Glass Production,Netherlands
N3V Games,Software,Video Game Industry,Australia
N3V Games,Trainz,Video Game Industry,Australia
Nabibajk,E-Bike Charging Station,Electrical Industry,Slovakia
Nacra Sailing,Catamaran,Boat Building,Netherlands
Nad Electronics,High Fidelity,Electronics,Canada
Nadao Bangkok,Communications Media,Film Industry,Thailand
Nadex,Binary Option,Finance,United States
Naftiran Intertrade,Petroleum,Petroleum Industry,Switzerland
Naftogaz,Gas,Petroleum Industry,Ukraine
Naftogaz,Petroleum,Petroleum Industry,Ukraine
"Naigai Textile Co., Ltd.",Silk,Textile Manufacturing,Japan
"Naigai Textile Co., Ltd.",Textile,Textile Manufacturing,Japan
Nakajima Usa,Toy,Game Industry,United States
Nakamichi,High Fidelity,Electronics,Japan
Nakhchivan Automobile Plant,Car,Automotive Industry,Azerbaijan
Nakivo,Backup,Information Technology,United States
Nakivo,Software,Information Technology,United States
Nali Sauce,Hot Sauce,Food Processing,Malawi
Nallatech,Field-Programmable Gate Array,Computer Hardware Industry,United States
Nama Chemicals,Epoxy Resins,Petroleum Industry,Saudi Arabia
Namah Pictures,Film,Entertainment,India
Namesys,File System,Information Technology,United States
Namirial,Certified Email,Computer Industry,Italy
